iter	Logloss
459	0.5596062102
460	0.5593963449
461	0.55919178
462	0.5590616995
463	0.558851816
464	0.5587202143
465	0.5585070715
466	0.5584126899
467	0.5582877665
468	0.5581824929
469	0.5579925147
470	0.5578256889
471	0.5576503825
472	0.557514514
473	0.5573997984
474	0.5569181462
475	0.5567765778
476	0.5565305596
477	0.5559610663
478	0.5557889405
479	0.5556427836
480	0.5554518339
481	0.5551210949
482	0.5548955775
483	0.5547959757
484	0.5546460688
485	0.5545004074
486	0.5543139573
487	0.5541522124
488	0.553937659
489	0.5535097889
490	0.5534469763
491	0.553166077
492	0.5529884142
493	0.5527630712
494	0.5525483838
495	0.5523981806
496	0.5522379492
497	0.5519347829
498	0.5517976006
499	0.5513581507
500	0.5511805238
501	0.5510047169
502	0.5508213442
503	0.5506319571
504	0.5504599234
505	0.5502362666
506	0.549949635
507	0.5497851841
508	0.5495593308
509	0.5495041737
510	0.5493370509
511	0.5492469364
512	0.5490604696
513	0.5489100567
514	0.5486750016
515	0.5484357924
516	0.5482886024
517	0.5481463705
518	0.5478410451
519	0.5476834934
520	0.5475078548
521	0.5473097791
522	0.5471258996
523	0.5470676003
524	0.5466393709
525	0.5464364773
526	0.5462609361
527	0.5461173963
528	0.5459691927
529	0.54574812
530	0.5455246852
531	0.5454145522
532	0.5452915923
533	0.5450419006
534	0.5447490465
535	0.5445740416
536	0.5445012862
537	0.544454791
538	0.5443286227
539	0.5441143604
540	0.5439366948
541	0.5437257422
542	0.5435951301
543	0.5434689503
544	0.543357954
545	0.543204317
546	0.5430525596
547	0.5429144349
548	0.5428725493
549	0.5427009899
550	0.5425353908
551	0.5423407003
552	0.5420956141
553	0.5419819037
554	0.5418336501
555	0.5417560823
556	0.5414552801
557	0.5412216764
558	0.5409997476
559	0.5408575426
560	0.5407647252
561	0.5406435324
562	0.540505267
563	0.5402772682
564	0.5401221984
565	0.5400053726
566	0.5398494334
567	0.5396228277
568	0.539441879
569	0.5392452698
570	0.5391404428
571	0.5389499601
572	0.5387689837
573	0.5386735192
574	0.5386482523
575	0.5385733878
576	0.5383624484
577	0.5382203351
578	0.5380644561
579	0.5376456972
580	0.5375130631
581	0.5373723569
582	0.5372236392
583	0.5370662321
584	0.5368668103
585	0.5366943382
586	0.5365377986
587	0.5363007378
588	0.5361710999
589	0.5360237306
590	0.5358043044
591	0.5356794761
592	0.535493786
593	0.5352145672
594	0.5350988116
595	0.5348452456
596	0.5347109584
597	0.5345813831
598	0.5343759107
599	0.5343222043
600	0.5341529449
601	0.5339427981
602	0.5337839465
603	0.5336183214
604	0.5333924866
605	0.5331729058
606	0.5329695942
607	0.532773011
608	0.5326759806
609	0.5325078208
610	0.532398655
611	0.5322481813
612	0.5321484601
613	0.5319608537
614	0.5317649798
615	0.5315028362
616	0.5313754607
617	0.5313016967
618	0.5311185279
619	0.5309289801
620	0.5308729367
621	0.5307597923
622	0.5306201525
623	0.5305084259
624	0.5302752803
625	0.5301900655
626	0.5300237186
627	0.5297907473
628	0.529657911
629	0.529584664
630	0.5293947629
631	0.5292309569
632	0.5288626704
633	0.5287359813
634	0.5286126091
635	0.5284461011
636	0.5282669249
637	0.5281992639
638	0.5280735231
639	0.5278738626
640	0.5276917914
641	0.527579583
642	0.5274882059
643	0.5273266245
644	0.5272379823
645	0.5270839399
646	0.5268882167
647	0.5267429624
648	0.5266056983
649	0.5265368328
650	0.5263514657
651	0.5261778054
652	0.5259898102
653	0.5257905611
654	0.5256618065
655	0.5255442675
656	0.5250593331
657	0.5248989795
658	0.5247691815
659	0.5246526593
660	0.5244937917
661	0.5244021266
662	0.5242156477
663	0.5240325206
664	0.5239096626
665	0.5237806966
666	0.5235879188
667	0.5234160955
668	0.5232455068
669	0.5230851494
670	0.5229694208
671	0.5228122094
672	0.5225997868
673	0.522395626
674	0.5222355595
675	0.5221079426
676	0.521979045
677	0.5218526454
678	0.5217358956
679	0.5216003604
680	0.5214545057
681	0.5212691067
682	0.5210952766
683	0.5209194264
684	0.5207989568
685	0.520593995
686	0.5205336643
687	0.5203806145
688	0.5202464819
689	0.5201611597
690	0.520063955
691	0.5199959931
692	0.5198567256
693	0.5195807315
694	0.5193837247
695	0.5191945925
696	0.5190554884
697	0.518935526
698	0.5188451489
699	0.5186618319
700	0.5185270248
701	0.5183744843
702	0.5182786755
703	0.518175501
704	0.5180402772
705	0.51787313
706	0.51771464
707	0.5175699696
708	0.5174864514
709	0.5173953
710	0.5172897556
711	0.5172029121
712	0.5169932058
713	0.5167898833
714	0.5166688783
715	0.5165674183
716	0.5163916319
717	0.5161448717
718	0.5159985757
719	0.5159097455
720	0.5157688609
721	0.5156369014
722	0.5154972923
723	0.5153721564
724	0.515282935
725	0.5152071332
726	0.5150566764
727	0.5149546414
728	0.5148599857
729	0.5145140611
730	0.5144082554
731	0.5142782396
732	0.5141042959
733	0.5140295334
734	0.5138964991
735	0.5137706719
736	0.5135537488
737	0.5134126379
738	0.5133667451
739	0.5132625925
740	0.5131270663
741	0.5130372487
742	0.5129468682
743	0.5127766855
744	0.5126942594
745	0.5126394654
746	0.512569455
747	0.5123996023
748	0.5122487961
749	0.5120988578
750	0.511992204
751	0.5118759509
752	0.5117566493
753	0.5116558725
754	0.5115362826
755	0.5112586522
756	0.5111090122
757	0.5109924986
758	0.5108664259
759	0.5107547107
760	0.510664919
761	0.5105735962
762	0.5104116429
763	0.5103215192
764	0.510275657
765	0.5101727636
766	0.5100385846
767	0.5099742282
768	0.5098793865
769	0.5097446819
770	0.5095924586
771	0.5094946496
772	0.5093746788
773	0.5092823174
774	0.5091880786
775	0.5091093288
776	0.5089451157
777	0.5087516463
778	0.5086079972
779	0.508493123
780	0.5083198344
781	0.5081402207
782	0.508051872
783	0.5078149921
784	0.5076703409
785	0.5076038208
786	0.5074179674
787	0.5072838348
788	0.5071734522
789	0.507070014
790	0.5068807671
791	0.5067648307
792	0.5066703865
793	0.5066272238
794	0.5065096226
795	0.5063516687
796	0.5062596685
797	0.5060897114
798	0.5060087345
799	0.5058812512
800	0.5057709479
801	0.5056926113
802	0.5055917097
803	0.5054625388
804	0.505324416
805	0.5052768555
806	0.505178018
807	0.5050368464
808	0.5048944279
809	0.5047712384
810	0.5046890769
811	0.5045517396
812	0.5044760844
813	0.504345738
814	0.504242611
815	0.5040668755
816	0.5038461237
817	0.503764181
818	0.5035913614
819	0.5034462118
820	0.5033405755
821	0.5031920151
822	0.5030585114
823	0.5029451942
824	0.5027859601
825	0.5026872625
826	0.50256195
827	0.502474276
828	0.5023756085
829	0.5022505572
830	0.5020919946
831	0.5020408714
832	0.5019347846
833	0.5018090532
834	0.501683052
835	0.5015754943
836	0.5014611133
837	0.5013491273
838	0.5012313034
839	0.5011201642
840	0.5009739062
841	0.5009390395
842	0.500871432
843	0.50071554
844	0.5005322969
845	0.5004325602
846	0.5003502958
847	0.5002381335
848	0.5002100508
849	0.5001084555
850	0.4999857368
851	0.4997854041
852	0.4996931165
853	0.4995728173
854	0.4994307987
855	0.4992992347
856	0.4991428123
857	0.4989568181
858	0.4988507237
859	0.4986376434
860	0.4985779256
861	0.4985494457
862	0.4984304529
863	0.4983738791
864	0.4982599225
865	0.4980957091
866	0.497906728
867	0.4977783766
868	0.4976974271
869	0.4975883623
870	0.4974630464
871	0.4973284505
872	0.4971606739
873	0.4970305972
874	0.4969405936
875	0.4969209672
876	0.4968064066
877	0.4966714151
878	0.4965203393
879	0.4963720595
880	0.4962595309
881	0.4961398744
882	0.49606021
883	0.4959039625
884	0.4957583975
885	0.4955342169
886	0.4954435906
887	0.495333119
888	0.4952349331
889	0.4950997353
890	0.494986628
891	0.4948404067
892	0.4946545382
893	0.4945672053
894	0.4944635886
895	0.4943978692
896	0.4942292803
897	0.494138306
898	0.4940256187
899	0.4939135342
900	0.4938135436
901	0.4937594661
902	0.4935776816
903	0.4934714459
904	0.493379882
905	0.4933003552
906	0.4931956783
907	0.493137152
908	0.4930327865
909	0.4929398578
910	0.4928156047
911	0.4926881401
912	0.4925465007
913	0.4924598302
914	0.4923635583
915	0.4922181287
916	0.4921102363
917	0.4920096302
918	0.4919277192
919	0.491850973
920	0.4917226577
921	0.4916328306
922	0.4915303745
923	0.49149979
924	0.4913109183
925	0.4912103051
926	0.49106117
927	0.4910026569
928	0.4909349146
929	0.4908343117
930	0.4907234287
931	0.4906704995
932	0.490572071
933	0.490471019
934	0.4904099686
935	0.4902854789
936	0.490212521
937	0.4901411195
938	0.4900321423
939	0.4899692227
940	0.4898907726
941	0.4897295048
942	0.4896266904
943	0.4895230727
944	0.4893875938
945	0.4893543706
946	0.4892596724
947	0.4891800113
948	0.489121004
949	0.4889817167
950	0.488858997
951	0.4887745756
952	0.4886028845
953	0.4885039388
954	0.4883854852
955	0.48828457
956	0.4881973145
957	0.4881200094
958	0.4880290454
959	0.4879658044
960	0.4879168486
961	0.487754645
962	0.4876506438
963	0.4875848238
964	0.4874821873
965	0.4873620125
966	0.4872723969
967	0.4871664099
968	0.487112135
969	0.4870432864
970	0.4869622655
971	0.4868974252
972	0.4868133723
973	0.4866989309
974	0.4865291582
975	0.4864074588
976	0.4862925396
977	0.4861978138
978	0.4860870739
979	0.4859828977
980	0.4858821601
981	0.485797427
982	0.485748882
983	0.48562635
984	0.485529808
985	0.4854567339
986	0.4853825976
987	0.485281913
988	0.4851519432
989	0.4850465229
990	0.4849438187
991	0.4849164486
992	0.4848453221
993	0.4847215329
994	0.4846531114
995	0.4845616811
996	0.4845359567
997	0.4844811415
998	0.4843841383
999	0.4843068968
